Cons_No,Contract_Ac,Contract,Install_No,GIC_Code,Sch_No.,Leg_Ac_No,Meter_No,Meter_Typ,Tariff,PSC_Cons_IBC,IBC_Name,AMR_STATUS,Actual_Latitude,Actual_Longitude,DTS_ID,PMT_Name,FeederID_(BH),Feeder_Name_(BH),FeederID,Feeder_Name,CM_No
DP002723,400026198478,32540130,7002559792,K070101,6960,2952287540483,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,3978,"P-49, ANIS MARBLE MANGHOPIR",,,3601,"P-49, ANIS MARBLE MANGHOPIR",0
DP002711,400026198567,32540111,7002559858,K070101,6960,2952287540367,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,11896,"P-76/2/6, MADINA MASJID (RES)",,,3125,P-82 QUARY COLONY PMT,0
DP002722,400026198443,32540127,7002559789,K070101,6960,2952287540475,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,11456,P-42/1 JAN ZAMAN,,,3324,P-42/1 JAN ZAMAN,0
DP002719,400026198508,32540108,7002559855,K070101,6960,2952287540440,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,12279,"P-65, QUARY COLONY",,,3736,"P-66/1A, CAPTAIN FAREED",0
DP002919,400027793132,32697174,7002717991,K070101,6960,2952287540580,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,,Null,,,Null,Null,0
DP002627,400025373144,32457958,7002476577,K070101,6660,2952287540351,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,521112,P-42A/1 LASHARI GOTH PMT-RHS(NEW),,,698,P-42A/1 LASHARI GOTH PMT-RHS(NEW),0
DP002730,400026400072,32559591,7002579559,K070101,6960,2952287540491,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,3978,"P-49, ANIS MARBLE MANGHOPIR",,,3601,"P-49, ANIS MARBLE MANGHOPIR",0
DP002917,400027793205,32697179,7002717997,K070101,6960,2952287540564,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,,Null,,,Null,Null,0
DP002721,400026198467,32540129,7002559791,K070101,6960,2952287540467,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,3978,"P-49, ANIS MARBLE MANGHOPIR",,,3601,"P-49, ANIS MARBLE MANGHOPIR",0
DP001940,400005574151,30540576,7000544058,K070101,6665,2952287540343,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,3653,P-10 PARK WALI PMT,,,861,P-7/1 GOVT. SCHOOL,0
DP002747,400026634065,32583076,7002603143,K070101,6960,2952287540537,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,,Null,,,Null,Null,0
DP002714,400026198575,32540132,7002559794,K070101,6960,2952287540394,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,11457,P-42 PARACHA HOSPITAL PMT,,,3324,P-42/1 JAN ZAMAN,0
DP002715,400026198540,32540133,7002559795,K070101,6960,2952287540408,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,11456,P-42/1 JAN ZAMAN,,,3324,P-42/1 JAN ZAMAN,0
DP001164,400002184131,30534006,7000202555,K070101,6665,2952287543725,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,3652,P-7/1 GOVT. SCHOOL,,,861,P-7/1 GOVT. SCHOOL,0
DP002720,400026198451,32540128,7002559790,K070101,6960,2952287540459,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,11457,P-42 PARACHA HOSPITAL PMT,,,3324,P-42/1 JAN ZAMAN,0
DP002731,400026400080,32559592,7002579560,K070101,6960,2952287540505,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,3978,"P-49, ANIS MARBLE MANGHOPIR",,,3601,"P-49, ANIS MARBLE MANGHOPIR",0
DP002713,400026198532,32540105,7002559852,K070101,6960,2952287540386,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,11457,P-42 PARACHA HOSPITAL PMT,,,3324,P-42/1 JAN ZAMAN,0
DP002268,400024150524,32335383,7002353128,K070101,6660,2952287550101,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,,Null,,,Null,Null,0
DP002644,400025527036,32474722,7002493914,K070101,6960,2952287540300,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,11457,P-42 PARACHA HOSPITAL PMT,,,3324,P-42/1 JAN ZAMAN,0
DP002712,400026198559,32540113,7002559860,K070101,6960,2952287540386,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,11457,P-42 PARACHA HOSPITAL PMT,,,3324,P-42/1 JAN ZAMAN,0
DP002916,400027793256,32697183,7002718001,K070101,6960,2952287540556,Hook,Inactive,A1-R,150,ORANGI-I,Inactive,0,0,,Null,,,Null,Null,0
LB442146,400031170077,33009286,7003038883,K070101,6960,,TU-59748,Three,A3-G,150,ORANGI-I,AMR,24.95216601,67.02679094,11896,"P-76/2/6, MADINA MASJID (RES)",,,3125,P-82 QUARY COLONY PMT,0
SL000194,400045627959,,-,K070101,,,Inactive,Inactive,,150,ORANGI-I,Inactive,0,0,,Null,,,Null,Null,0
,400045773963,,-,K070101,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
DP001276,400002081928,30523364,-,K070101,5202,2952287511815,Moveout,Moveout,A1-R,149,ORANGI-II,Moveout,0,0,,Null,,,Null,Null,0
SL000169,400002045883,30536793,7000212015,K070101,6960,2852280710052,Non Metered-SL,Non Metered-SL,G2-A01,136,NAZIMABAD,SL,24.84404833,67.19190136,10212,GENERAL BOOT S/S LOCAL,,,898,ALUMINIUM PLASTIC S/S,0
LB384587,400029650002,32871055,7002899959,K070101,6660,,TT80703,Three,A3-G,150,ORANGI-I,Non AMR,24.94019311,67.02234149,3652,P-7/1 GOVT. SCHOOL,,,861,P-7/1 GOVT. SCHOOL,0
LB384584,400029650037,32871056,7002899960,K070101,6665,,TL67640,Three,A3-G,150,ORANGI-I,Non AMR,24.94299728,67.0232407,3661,P-11/A ALVI CLINIC PMT-LHS,,,861,P-7/1 GOVT. SCHOOL,0
LB442148,400031100192,33003334,7003031375,K070101,6960,,TT22147,Three,A3-G,150,ORANGI-I,Non AMR,24.95216601,67.02679094,11454,P-39 QASBA POLICE CHOWKI,,,3324,P-42/1 JAN ZAMAN,0
LB199829,400025394958,32462146,7002480963,K070101,6665,2952287540106,TY98078,Three,A3-G,150,ORANGI-I,Non AMR,24.94570562,67.02386364,172603,P-23 IMRAN JAMAL PMT,,,698,P-42A/1 LASHARI GOTH PMT-RHS(NEW),0
LB199697,400024465517,32370856,7002388598,K070101,6660,2952287510029,TZ16963,Three,A3-G,149,ORANGI-II,Non AMR,24.95235235,67.00462248,352,P-3 GHOSIA MASJD LHS SEC13H,,,1315,P-3 GHOSIA MASJD LHS SEC13H,0
LB385782,400030758787,32973288,7003002600,K070101,6665,,TZ91291,Three,A3-G,149,ORANGI-II,Non AMR,24.93758741,67.00722791,522894,P-67/14 ISLAM BAGH PMT-2,,,2085,P-67/14 ISLAM BAGH PMT-2,0
LB237047,400002259247,30515535,7000203863,K070101,5460,2952487520037,TAA34083,Three,A3-G,150,ORANGI-I,Non AMR,24.9602924,67.0334389,3675,P-25 LEPROSY HOSPITAL (LHS),,,1118,P-3/2 MAZAR BABA MANGOPIR PMT,0
LB384579,400029750511,32880696,7002910194,K070101,6960,,TU81109,Three,A3-G,150,ORANGI-I,Non AMR,24.94691644,67.02993583,11457,P-42 PARACHA HOSPITAL PMT,,,3324,P-42/1 JAN ZAMAN,0
LB384537,400029550571,32861718,7002890736,K070101,6960,,TO28407,Three,A3-G,150,ORANGI-I,Non AMR,24.94650757,67.0296827,11457,P-42 PARACHA HOSPITAL PMT,,,3324,P-42/1 JAN ZAMAN,0
LB384644,400030638091,32961041,7002990693,K070101,6660,,TU95615,Three,A3-G,150,ORANGI-I,Non AMR,24.94868416,67.02258624,3968,P-42A/1 LASHARI GOTH-MID,,,698,P-42A/1 LASHARI GOTH PMT-RHS(NEW),0
LB384539,400029550555,32861716,7002890734,K070101,6960,,TU81108,Three,A3-G,150,ORANGI-I,Non AMR,24.94726299,67.03007765,11456,P-42/1 JAN ZAMAN,,,3324,P-42/1 JAN ZAMAN,0
LB384580,400029750538,32880698,7002910196,K070101,6960,,TY15682,Three,A3-G,150,ORANGI-I,Non AMR,24.94778313,67.03022148,11457,P-42 PARACHA HOSPITAL PMT,,,3324,P-42/1 JAN ZAMAN,0
LB384581,400029750527,32880697,7002910195,K070101,6960,,TAA36824,Three,A3-G,150,ORANGI-I,Non AMR,24.94827286,67.03014839,11457,P-42 PARACHA HOSPITAL PMT,,,3324,P-42/1 JAN ZAMAN,0
LB384536,400029424649,32850395,7002878779,K070101,6960,,TZ12300,Three,A3-G,150,ORANGI-I,Non AMR,24.94649723,67.02960894,11455,P-45/1 MUHAMMAD PURE,,,3324,P-42/1 JAN ZAMAN,0
LB384534,400029424657,32850397,7002878780,K070101,6960,,TU08452,Three,A3-G,150,ORANGI-I,Non AMR,24.95235873,67.03387599,11460,P-62/24/5 NAJEEB CHAIRMAN,,,1356,P-62/24/5 NAJEEB CHAIRMAN,0
LB384538,400029550563,32861717,7002890735,K070101,6960,,TU18951,Three,A3-G,150,ORANGI-I,Non AMR,24.94678907,67.02980105,11457,P-42 PARACHA HOSPITAL PMT,,,3324,P-42/1 JAN ZAMAN,0
LB384541,400029550587,32861719,7002890737,K070101,6960,,TZ66316,Three,A3-G,150,ORANGI-I,Non AMR,24.95824397,67.03145262,12279,"P-65, QUARY COLONY",,,3736,"P-66/1A, CAPTAIN FAREED",0
LB442152,400031100265,33003338,7003031379,K070101,6960,,TAA36816,Three,A3-G,150,ORANGI-I,Non AMR,24.9602634,67.0333667,12279,"P-65, QUARY COLONY",,,3736,"P-66/1A, CAPTAIN FAREED",0
LB442298,400031170093,33009288,7003038885,K070101,6960,,TZ53091,Three,A3-G,150,ORANGI-I,Non AMR,24.93032543,66.98464204,3978,"P-49, ANIS MARBLE MANGHOPIR",,,3601,"P-49, ANIS MARBLE MANGHOPIR",0
LB384540,400029550547,32861715,7002890733,K070101,6960,,TY89259,Three,A3-G,150,ORANGI-I,Non AMR,24.95110602,67.02597454,11456,P-42/1 JAN ZAMAN,,,3324,P-42/1 JAN ZAMAN,0
LB442192,400031555386,33044687,7003075630,K070101,6960,,TY50668,Three,A3-G,150,ORANGI-I,Non AMR,24.9563559,67.0331758,530154,P-62/6A LATIF NIAZI PMT,,,1356,P-62/24/5 NAJEEB CHAIRMAN,0
LB442157,400031154659,33008964,7003038862,K070101,6960,,TY98129,Three,A3-G,150,ORANGI-I,Non AMR,24.9777467,67.036565,7182,P-92/2 PAKHTOONABAD PMT-1,,,870,"P-93/13, HANIF SHAH",0
LB442137,400031100273,33003339,7003031380,K070101,6960,,TZ20245,Three,A3-G,150,ORANGI-I,Non AMR,24.95207269,67.02668935,3978,"P-49, ANIS MARBLE MANGHOPIR",,,3601,"P-49, ANIS MARBLE MANGHOPIR",0
LB384647,400030901477,32986155,7003015154,K070101,6960,,TT66468,Three,A3-G,150,ORANGI-I,Non AMR,24.95109842,67.02583674,3978,"P-49, ANIS MARBLE MANGHOPIR",,,3601,"P-49, ANIS MARBLE MANGHOPIR",0
LB384542,400029550598,32861720,7002891488,K070101,6960,,TY89316,Three,A3-G,150,ORANGI-I,Non AMR,24.95206235,67.02655591,3978,"P-49, ANIS MARBLE MANGHOPIR",,,3601,"P-49, ANIS MARBLE MANGHOPIR",0
LB442149,400031100257,33003337,7003031378,K070101,6960,,TZ92077,Three,A3-G,150,ORANGI-I,Non AMR,24.95216601,67.02679094,12279,"P-65, QUARY COLONY",,,3736,"P-66/1A, CAPTAIN FAREED",0
LB228751,400002140878,30535506,7000203955,K072401,5861,2752183140328,SAH-17475,Single,A3-G,143,BALDIA,AMR,24.82388296,66.99651249,7715,BABA ISLAND PMT -2 (GROUND)LHS,,,2061,CANTONMENT BOARD MANORA,0
DP000303,400002204531,30522397,7000210145,K072401,5206,2752483130097,Hook,Inactive,A1-R,125,CLIFTON,Inactive,0,0,,Null,,,Null,Null,0
AL696628,400002041861,30535955,7000203042,K072401,5861,2952187143150,SFE-77900,Single,A3-G,143,BALDIA,AMR,24.87011476,66.92881588,502963,SHABBO COLD DRINK PMT,,,1277,P-48 ABDUL GHAFOOR PMT,0
SL000217,400045629765,,-,K072401,,,Inactive,Inactive,,143,BALDIA,Inactive,0,0,,Null,,,Null,Null,0
AL495056,400002174993,30529857,7000218367,K072401,5861,2752183139257,SFH50448,Single,A3-G,125,CLIFTON,Non AMR,24.82388296,66.99651249,12672,HUSSAINI MASJID PMT,,,82,HUSSAINI MASJID PMT,0
LB442160,400031524413,33042336,7003073267,K072401,5861,,WT16115,Three,A3-G,143,BALDIA,Non AMR,24.8998973,67.07147,7717,BABA ISLAND PMT -1(ASTANA),,,2061,CANTONMENT BOARD MANORA,0
LA765755,400002041225,30535607,7000202992,K072401,5861,2952187142685,WT00826,Three,A3-G,143,BALDIA,Non AMR,24.89030818,66.89593703,511186,LYARI EXPRESS WAY-4(LOCAL2),,,4012,PEOPLES LOW COST S/S LOCAL,0
LA747036,400002020147,30519292,7000208283,K072401,5861,2952287131095,TZ36533,Three,A3-G,143,BALDIA,Non AMR,24.86871186,66.93011139,502963,SHABBO COLD DRINK PMT,,,1277,P-48 ABDUL GHAFOOR PMT,0
LB059609,400002020837,30518551,7000207835,K072401,5861,2952287110020,TD89889,Three,A3-G,143,BALDIA,Non AMR,24.87626399,66.96585115,,Null,,,Null,Null,0
SL000163,400002036248,30536790,7000209155,K072401,5861,3052280310906,Non Metered-SL,Non Metered-SL,G2-A01,125,CLIFTON,SL,25.10866542,66.72954183,7219,MARIUM MASJID PMT,,,571,MACHAR COLONY PMT-1,0
LA715593,400002118988,30517592,7000205686,K072401,5861,2752183139273,SFO45901,Single,A3-G,125,CLIFTON,Non AMR,24.82415379,66.99580103,12671,OKHAI COLONY D/PMT-2 LHS,,,82,HUSSAINI MASJID PMT,0
LB056382,400002008627,30533843,7000204461,K072401,5861,2752283130109,TU02445,Three,A3-G,125,CLIFTON,Non AMR,24.82416657,66.9916017,222,SEIMENS HOSTEL,,,743,TIMBER POND RMU D/PMT-1 B,0
DP001037,400002018274,30529963,7000219235,K071701,6365,2852484150285,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,5240,REHMAN AUTOS,,,119,MOLA RAM COMPOUND 02,0
DP001036,400001984673,30526535,7000215339,K071701,6365,2852484150293,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,500201,A1 L2 PMT (QADRI MASJID),,,119,MOLA RAM COMPOUND 02,0
DP001013,400002152973,30515804,7000205144,K071701,6365,2852484160310,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,504654,F-1 AREA PMT 02,,,579,F-1 AREA PMT 02,0
DP002287,400024191050,32339174,7002356991,K071701,6360,2852484160027,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,511817,PAK STAR GROUND PMT,,,1273,QURESHI PMT,0
DP002331,400024244294,32343082,7002361001,K071701,6360,2852484140107,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,526521,ALLIENCE GARMENTS PARK PMT,,,580,ALLIENCE GARMENTS,0
DP002310,400024221437,32340914,7002358750,K071701,6360,2852484130195,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,5913,KAUSAR TOWN PMT 02,,,597,KAUSAR TOWN PMT 02,0
DP000962,400002065183,30532647,7000200392,K071701,6365,2852484140026,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,5223,QUIAD PARK,,,3409,EJAZ COUNCELOR PMT,0
DP001563,400002095047,30524141,7000214139,K071701,6365,2852484140093,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,500124,MALIR 'A' S/S,,,2014,GOVT. GIRLS SCHOOL,0
DP002238,400014065383,31364970,7001372790,K071701,6360,2852484130721,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,525544,SHADMAN TOWN PMT (PARK WALI),,,3409,EJAZ COUNCELOR PMT,0
DP001004,400002208367,30515747,7000206150,K071701,6365,2852484144037,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,511814,MALIR COLONY 'C' PMT 03 (DENTIST),,,595,STUDENT BACKERY,0
DP000999,400002206488,30515680,7000206089,K071701,6365,2852484140077,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,5157,MALIR COLONY 'C' S/S,,,595,STUDENT BACKERY,0
DP003249,400031890387,33075697,7003107456,K071701,5202,,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,,Null,,,Null,Null,0
DP000961,400001998380,30525356,7000215325,K071701,6365,2852484140018,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,5157,MALIR COLONY 'C' S/S,,,595,STUDENT BACKERY,0
DP002751,400026690496,32589444,7002609425,K071701,6865,2852484260293,Hook,Inactive,A1-R,148,SHAH FAISAL,Inactive,0,0,2370,NOOR HOUSING PMT 1,,,2111,GULSHAN E RAFI S/S,0
DP002286,400024200491,32339801,7002357623,K071701,6860,2852484260072,Hook,Inactive,A1-R,148,SHAH FAISAL,Inactive,0,0,500033,BAGH E MALIR BLOCK A PMT,,,284,MADINA MARKET PMT 01,0
DP001913,400002033761,30516131,7000206233,K071701,6860,2852484260498,Hook,Inactive,A1-R,148,SHAH FAISAL,Inactive,0,0,509780,"AL-FALAH BLOCK A,B PMT",,,1157,KDA PUMP HOUSE S/S,0
DP000959,400002063571,30532635,7000200377,K071701,6365,2852484120017,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,501991,KHAN CORNER PMT,,,2070,SHAHEEN SCHOOL,0
DP002267,400024150575,32335389,7002353134,K071701,6360,2852484120084,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,505140,NISHTAR SCHOOL (MODERN FARM),,,598,FARYAL SCHOOL PMT,0
DP000960,400002063369,30532315,7000200357,K071701,6365,2852484120025,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,505235,PARK WALI PMT,,,2070,SHAHEEN SCHOOL,0
DP002074,400005629827,30547565,7000551324,K071701,6360,2852484120238,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,500124,MALIR 'A' S/S,,,2014,GOVT. GIRLS SCHOOL,0
DP000134,400002242581,30532894,7000221106,K071701,6365,2852484168192,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,502754,ADAM HANGORO PMT RMU,,,583,HAJI ALLAH DINO PMT,0
DP000049,400002022417,30522455,7000211565,K071701,6365,2852284145605,Hook,Inactive,A1-R,135,MALIR,Inactive,0,0,510474,D-3 PMT,,,124,DISPENSARY,0
,400046348767,,-,K071701,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400046349502,,-,K071701,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400047003510,,-,K071701,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400047003383,,-,K071701,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
DP000775,400002113919,30519304,-,K071701,6360,2852484128627,Moveout,Moveout,A1-R,135,MALIR,Moveout,0,0,,Null,,,Null,Null,0
DP001933,400002208669,30530119,-,K071701,6865,2852484260285,Moveout,Moveout,A1-R,148,SHAH FAISAL,Moveout,0,0,,Null,,,Null,Null,0
AP062473,400002182198,,-,K071701,,,CTO-71588,CTO,,,#N/A,AMR,24.88435431,67.18236275,,Null,,,Null,Null,0
BL008446,400002180632,30522140,7000209914,K071701,6360,2852484135154,CTO-71588,CTO,A3-G,135,MALIR,AMR,24.8844,67.1823,532060,TMA DMC KORANGI,,,3627,NEAR MALIR TOWN OFFICE PMT,0
BL004246,400002242239,30532745,7000221063,K071701,6365,2852484163549,CTO-70061,CTO,A3-G,135,MALIR,AMR,24.89952948,67.20664311,502133,FOOT BALL GROUND,,,1578,SAUDIA COLONY PMT 02,0
LB412966,400029334720,32842671,7002868158,K071701,6365,,TZ87907,Three,A3-G,135,MALIR,Non AMR,24.90654817,67.18531553,505235,PARK WALI PMT,,,2070,SHAHEEN SCHOOL,0
LB412965,400029334739,32842672,7002868159,K071701,6360,,TY38156,Three,A3-G,135,MALIR,Non AMR,24.90611362,67.19656471,505140,NISHTAR SCHOOL (MODERN FARM),,,598,FARYAL SCHOOL PMT,0
LB412971,400029334860,32842685,7002868172,K071701,6365,,TT55238,Three,A3-G,135,MALIR,Non AMR,24.90344364,67.20895082,5918,F-1 AREA PMT 01,,,579,F-1 AREA PMT 02,0
LA723379,400002242204,30532721,7000221057,K071701,6365,2852484163530,TY98068,Three,A3-G,135,MALIR,Non AMR,24.89734838,67.20184062,502132,SABIR COLONY 02 (BAITUL MUKARRAM-2),,,1578,SAUDIA COLONY PMT 02,0
LB412976,400029334844,32842683,7002868170,K071701,6360,,TU43967,Three,A3-G,135,MALIR,Non AMR,24.90021039,67.20796209,511817,PAK STAR GROUND PMT,,,1273,QURESHI PMT,0
LA723538,400002242174,30532697,7000221050,K071701,6365,2852484163522,SFP50285,Single,A3-G,135,MALIR,Non AMR,24.90163574,67.20809989,508784,GOLDEN GROUND,,,1273,QURESHI PMT,0
AL569298,400002245548,30534634,7000201098,K071701,5807,2852184168273,SFA85087,Single,A3-G,135,MALIR,Non AMR,24.9008037,67.20176518,5903,QURESHI PMT,,,1273,QURESHI PMT,0
LB445490,400031828226,33069806,7003099130,K071701,6366,,TU89927,Three,A3-G,135,MALIR,Non AMR,24.88593283,67.19477165,525845,NEAR POLICE STATION PMT,,,3620,POST OFFICE PMT,0
LB319379,400025278443,32449298,7002467961,K071701,5806,2852184260208,TAA36813,Three,A3-G,148,SHAH FAISAL,Non AMR,24.87366058,67.1643316,510855,MADINA MASJID 01,,,3561,MADINA MASJID 01,0
LB408428,400029055414,32816267,7002841848,K071701,6860,,TZ20270,Three,A3-G,148,SHAH FAISAL,Non AMR,24.88095388,67.1818243,500033,BAGH E MALIR BLOCK A PMT,,,284,MADINA MARKET PMT 01,0
LB389799,400028534688,32771217,7002792233,K071701,6865,,SCY02241,Single,A3-G,148,SHAH FAISAL,Non AMR,24.87815621,67.18034305,507393,NOOR HOUSING PMT 2,,,2111,GULSHAN E RAFI S/S,0
LA723542,400002014872,30525730,7000213273,K071701,6860,2852484260242,TY41645,Three,A3-G,148,SHAH FAISAL,Non AMR,24.88086932,67.17262298,528170,GYM KHANA GROUND PMT-2,,,2050,RAFA E AAM NO. 1 S/S,0
LB282514,400024506280,32376339,7002394089,K071701,6860,2852484260145,SCY02242,Single,A3-G,148,SHAH FAISAL,Non AMR,24.87610643,67.17595898,509780,"AL-FALAH BLOCK A,B PMT",,,1157,KDA PUMP HOUSE S/S,0
LB237869,400024197458,32341648,7002359589,K071701,6865,2852484260056,TT30756,Three,A3-G,148,SHAH FAISAL,Non AMR,24.87962744,67.17504099,509806,NOOR HOUSING S/S LOCAL,,,2050,RAFA E AAM NO. 1 S/S,0
LB445488,400031828331,33069817,7003102141,K071701,6360,,TU59941,Three,A3-G,135,MALIR,Non AMR,24.89883854,67.18847852,11241,SHEET 05 RMU PMT 01,,,1271,NEAR QOUMI BACHAT BANK PMT,0
LB282396,400024585008,32381272,7002399139,K071701,6065,,TU67548,Three,A3-G,135,MALIR,Non AMR,24.90394845,67.19290316,521362,NEAR SHAHMEER SCHOOL PMT,,,122,NEAR SHAHMEER SCHOOL PMT,0
LB412968,400029334817,32842680,7002868167,K071701,6365,,TU20313,Three,A3-G,135,MALIR,Non AMR,24.90513534,67.18476567,501991,KHAN CORNER PMT,,,2070,SHAHEEN SCHOOL,0
AL127877,400002192215,30521730,7000209751,K071701,5965,2852484124004,TZ94618,Three,A3-G,135,MALIR,Non AMR,24.90267274,67.18903072,521860,MODEL 'B' PMT 03,,,1271,NEAR QOUMI BACHAT BANK PMT,0
SL000210,400045629366,34315425,7004365850,K071701,,,Non Metered-SL,Non Metered-SL,G2-A01,135,MALIR,SL,0,0,,Null,,,Null,Null,0
AL752881,400002051921,30527531,7000215352,K071701,6365,2852484128883,SET29792,Single,A3-G,135,MALIR,Non AMR,24.90491092,67.18775164,527197,MEHFOOZ ALI PMT,,,2070,SHAHEEN SCHOOL,0
LA723544,400002227280,30529367,7000218213,K071701,6860,2852484264547,SFT64796,Single,A3-G,148,SHAH FAISAL,Non AMR,24.88179852,67.17577759,2472,RAFA E AAM NO. 1 S/S,,,2050,RAFA E AAM NO. 1 S/S,0
LB412913,400029334895,32842688,7002868175,K071701,6360,,SFU67336,Single,A3-G,135,MALIR,Non AMR,24.88907765,67.19353415,526521,ALLIENCE GARMENTS PARK PMT,,,580,ALLIENCE GARMENTS,0
LB399590,400028585355,32774728,7002795999,K071701,5965,,SFF32631,Single,A3-G,135,MALIR,Non AMR,24.8919874,67.188903,5223,QUIAD PARK,,,3409,EJAZ COUNCELOR PMT,0
LA758537,400002022689,30522469,7000211581,K071701,5807,2852184145611,SFG66148,Single,A3-G,135,MALIR,Non AMR,24.89361316,67.19465666,521290,MALIR B PMT NO.2,,,121,MALIR B PMT NO.2,0
LA756471,400002087225,30529989,7000219097,K071701,5807,2852184157334,SFS03738,Single,A3-G,135,MALIR,Non AMR,24.8898687,67.19486117,510117,F/S PUMPING 02 LHS,,,4064,F/S PUMPING 02 LHS,0
LA757571,400002083947,30527276,7000214671,K071701,5965,2852484170111,TAA36804,Three,A3-G,135,MALIR,Non AMR,24.89341821,67.19344027,500049,MALIR B S/S,,,121,MALIR B PMT NO.2,0
LB412973,400029334771,32842676,7002868163,K071701,6365,,TZ09761,Three,A3-G,135,MALIR,Non AMR,24.88445589,67.18491286,500124,MALIR 'A' S/S,,,2014,GOVT. GIRLS SCHOOL,0
AL632135,400002245564,30534651,7000201117,K071701,6365,2852284168281,697231,Single,A3-G,135,MALIR,Non AMR,24.8839264,67.1920928,2269,MALIR POLICE S/S,,,272,MALIR POLICE S/S,0
LA751520,400002085680,30527331,7000214724,K071701,5807,2852184150224,TO52951,Three,A3-G,135,MALIR,Non AMR,24.88102049,67.18687691,500119,MOHAMMADI DERA,,,119,MOLA RAM COMPOUND 02,0
LA723380,400002245815,30535359,7000201255,K071701,6365,2852484171557,TY38154,Three,A3-G,135,MALIR,Non AMR,24.88185692,67.18909375,530689,MUHAMMADI GROUND,,,119,MOLA RAM COMPOUND 02,0
LB412969,400029334801,32842679,7002868166,K071701,6365,,SFC33700,Single,A3-G,135,MALIR,Non AMR,24.88246309,67.1871572,500199,MALIR 'A' AREA,,,119,MOLA RAM COMPOUND 02,0
LB399591,400028585347,32774727,7002795998,K071701,6365,,SEL68371,Single,A3-G,135,MALIR,Non AMR,24.88093015,67.18673408,5240,REHMAN AUTOS,,,119,MOLA RAM COMPOUND 02,0
LB399589,400028585339,32774726,7002795997,K071701,6360,,SEU75061,Single,A3-G,135,MALIR,Non AMR,24.8891445,67.1906618,525544,SHADMAN TOWN PMT (PARK WALI),,,3409,EJAZ COUNCELOR PMT,0
LA751577,400002242298,30532777,7000221075,K071701,5807,2852184165407,TY16959,Three,A3-G,135,MALIR,Non AMR,24.89282273,67.20001671,171163,MONO TECH. 02 RHS,,,588,ZAFAR ABBAS,0
LB412977,400029334755,32842674,7002868161,K071701,6365,,TZ87889,Three,A3-G,135,MALIR,Non AMR,24.89730215,67.1947911,521541,AHMED BAHI PMT,,,124,DISPENSARY,0
LB412974,400029334763,32842675,7002868162,K071701,6365,,TU81543,Three,A3-G,135,MALIR,Non AMR,24.89930839,67.19714373,5157,MALIR COLONY 'C' S/S,,,595,STUDENT BACKERY,0
LB445551,400032872520,33156902,7003195150,K071701,5202,,TU01385,Three,A3-G,135,MALIR,Non AMR,24.8939432,67.1970746,530342,SHUJA BHAI PMT,,,121,MALIR B PMT NO.2,0
